risk_profile,investment_horizon,investment_amount,recommended_stock_category,recommended_mf_category
Moderate,Short-term,203540,Index,Index
Conservative,Medium-term,25091,Value,Debt
Conservative,Long-term,302381,Index,Debt
Aggressive,Medium-term,385412,Growth,ELSS
Conservative,Short-term,265665,Index,Debt
Moderate,Medium-term,854785,Growth,Hybrid
Moderate,Short-term,346644,Index,Index
Moderate,Long-term,706042,Growth,Equity
Moderate,Medium-term,384924,Blend,Hybrid
Aggressive,Long-term,452850,Small-Cap,ELSS
Aggressive,Short-term,299112,Small-Cap,Equity
Conservative,Short-term,720193,Dividend,Debt
Conservative,Long-term,181277,Index,Hybrid
Conservative,Long-term,742267,Index,Hybrid
Aggressive,Short-term,970045,Small-Cap,Equity
Moderate,Long-term,659689,Index,Index
Conservative,Short-term,756577,Dividend,Debt
Moderate,Long-term,300429,Growth,ELSS
Conservative,Short-term,375651,Index,Debt
Conservative,Short-term,455729,Index,Debt
Conservative,Medium-term,25430,Dividend,Debt
Conservative,Short-term,513982,Dividend,Debt
Conservative,Short-term,261707,Dividend,Debt
Moderate,Medium-term,674393,Index,Equity
Conservative,Medium-term,160990,Dividend,Hybrid
Moderate,Long-term,290400,Growth,Equity
Aggressive,Long-term,189594,Small-Cap,Equity
Conservative,Short-term,729713,Index,Debt
Moderate,Long-term,394090,Growth,Index
Aggressive,Long-term,565476,Small-Cap,ELSS
Aggressive,Short-term,327278,Small-Cap,Equity
Aggressive,Medium-term,849089,Growth,ELSS
Moderate,Medium-term,308232,Growth,Hybrid
Conservative,Short-term,418195,Index,Debt
Conservative,Short-term,733624,Index,Debt
Moderate,Short-term,846538,Value,Hybrid
Conservative,Short-term,142667,Dividend,Debt
Moderate,Short-term,697984,Index,Index
Conservative,Short-term,500320,Dividend,Debt
Aggressive,Long-term,77824,Growth,Equity
Conservative,Long-term,901581,Index,Debt
Moderate,Long-term,181503,Index,Index
Moderate,Medium-term,366691,Blend,Equity
Aggressive,Short-term,655912,Small-Cap,Equity
Moderate,Short-term,420343,Value,Hybrid
Conservative,Long-term,814310,Dividend,Debt
Conservative,Medium-term,786654,Value,Debt
Aggressive,Long-term,999984,Small-Cap,ELSS
Moderate,Short-term,857122,Value,Index
Aggressive,Short-term,532040,Small-Cap,Equity
Conservative,Long-term,612126,Index,Debt
Aggressive,Long-term,721720,Small-Cap,Equity
Moderate,Short-term,118484,Index,Hybrid
Aggressive,Long-term,403423,Small-Cap,ELSS
Moderate,Short-term,11083,Index,Hybrid
Moderate,Long-term,192636,Growth,ELSS
Conservative,Medium-term,799743,Dividend,Debt
Conservative,Short-term,295279,Dividend,Debt
Conservative,Medium-term,67109,Index,Debt
Moderate,Long-term,333498,Index,Equity
Aggressive,Medium-term,991151,Growth,Equity
Moderate,Long-term,641180,Index,Equity
Conservative,Medium-term,462517,Value,Debt
Conservative,Medium-term,334377,Value,Debt
Aggressive,Medium-term,237827,Small-Cap,ELSS
Conservative,Short-term,485344,Index,Debt
Conservative,Medium-term,187284,Value,Hybrid
Conservative,Long-term,885900,Index,Index
Aggressive,Long-term,723136,Small-Cap,ELSS
Moderate,Short-term,225648,Value,Hybrid
Conservative,Short-term,736746,Dividend,Debt
Aggressive,Long-term,61588,Small-Cap,Equity
Conservative,Medium-term,828148,Dividend,Hybrid
Aggressive,Long-term,137558,Growth,ELSS
Conservative,Short-term,350399,Index,Debt
Aggressive,Short-term,687137,Small-Cap,Equity
Conservative,Long-term,923758,Dividend,Debt
Moderate,Medium-term,452501,Blend,Index
Conservative,Medium-term,131921,Dividend,Hybrid
Aggressive,Short-term,223630,Small-Cap,ELSS
Conservative,Long-term,627769,Index,Debt
Moderate,Long-term,169860,Index,Index
Conservative,Short-term,931523,Index,Debt
Aggressive,Long-term,85018,Small-Cap,ELSS
Aggressive,Short-term,56873,Growth,Equity
Moderate,Medium-term,664529,Index,Equity
Aggressive,Medium-term,937399,Small-Cap,ELSS
Conservative,Long-term,220743,Index,Hybrid
Conservative,Medium-term,976517,Index,Hybrid
Conservative,Medium-term,987074,Index,Debt
Aggressive,Short-term,366816,Small-Cap,ELSS
Conservative,Short-term,581960,Dividend,Debt
Conservative,Long-term,802553,Index,Hybrid
Conservative,Short-term,109332,Dividend,Debt
Moderate,Long-term,92445,Growth,Equity
Aggressive,Long-term,340007,Small-Cap,ELSS
Aggressive,Short-term,684290,Small-Cap,Equity
Aggressive,Medium-term,59987,Small-Cap,ELSS
Moderate,Medium-term,110787,Growth,Equity
Aggressive,Medium-term,924647,Growth,Equity
Moderate,Medium-term,438718,Growth,Index
Moderate,Long-term,631371,Index,Index
Aggressive,Medium-term,565976,Small-Cap,Equity
Conservative,Long-term,904466,Dividend,Hybrid
Conservative,Short-term,118406,Dividend,Debt
Aggressive,Short-term,17304,Small-Cap,Equity
Aggressive,Long-term,669409,Growth,ELSS
Moderate,Medium-term,811379,Index,Hybrid
Aggressive,Long-term,790882,Small-Cap,ELSS
Moderate,Medium-term,19495,Growth,Equity
Aggressive,Medium-term,821139,Small-Cap,ELSS
Conservative,Long-term,764056,Index,Hybrid
Conservative,Long-term,989424,Dividend,Debt
Aggressive,Medium-term,316688,Growth,Equity
Moderate,Long-term,696066,Growth,ELSS
Conservative,Medium-term,635058,Value,Debt
Moderate,Long-term,437209,Index,Index
Aggressive,Short-term,24987,Small-Cap,ELSS
Aggressive,Medium-term,160161,Small-Cap,Equity
Conservative,Short-term,600285,Dividend,Debt
Aggressive,Long-term,806425,Small-Cap,ELSS
Conservative,Short-term,21465,Dividend,Debt
Moderate,Long-term,521889,Index,Index
Conservative,Medium-term,92071,Index,Hybrid
Conservative,Long-term,829072,Index,Hybrid
Moderate,Long-term,348141,Growth,ELSS
Conservative,Medium-term,22366,Dividend,Debt
Conservative,Long-term,826327,Index,Debt
Aggressive,Medium-term,273929,Small-Cap,ELSS
Moderate,Long-term,16242,Growth,ELSS
Conservative,Medium-term,820961,Value,Debt
Moderate,Short-term,646904,Index,Index
Moderate,Long-term,336543,Index,Equity
Conservative,Long-term,278500,Dividend,Index
Aggressive,Long-term,525214,Growth,ELSS
Moderate,Medium-term,950733,Index,Hybrid
Conservative,Long-term,619668,Index,Hybrid
Moderate,Medium-term,814652,Growth,Equity
Aggressive,Long-term,511109,Small-Cap,Equity
Aggressive,Short-term,953155,Growth,Equity
Aggressive,Long-term,893654,Small-Cap,ELSS
Conservative,Short-term,753023,Index,Debt
Conservative,Medium-term,884630,Value,Debt
Aggressive,Short-term,465066,Small-Cap,Equity
Conservative,Long-term,790248,Index,Hybrid
Aggressive,Long-term,568549,Small-Cap,ELSS
Conservative,Medium-term,723839,Index,Debt
Aggressive,Long-term,978204,Small-Cap,ELSS
Moderate,Long-term,756256,Index,ELSS
Aggressive,Medium-term,665080,Small-Cap,ELSS
Aggressive,Medium-term,113467,Small-Cap,ELSS
Conservative,Short-term,314524,Dividend,Debt
Conservative,Medium-term,351977,Dividend,Debt
Conservative,Long-term,638296,Index,Debt
Conservative,Medium-term,884756,Value,Debt
Conservative,Long-term,924150,Index,Debt
Conservative,Short-term,114992,Dividend,Debt
Moderate,Medium-term,561299,Blend,Equity
Aggressive,Long-term,189675,Growth,Equity
Aggressive,Medium-term,103593,Growth,Equity
Aggressive,Medium-term,652627,Growth,Equity
Moderate,Medium-term,159519,Blend,Hybrid
Aggressive,Medium-term,93940,Small-Cap,Equity
Moderate,Short-term,96677,Index,Hybrid
Moderate,Long-term,246729,Index,ELSS
Moderate,Medium-term,477894,Index,Hybrid
Aggressive,Long-term,123570,Growth,ELSS
Moderate,Short-term,336727,Index,Hybrid
Aggressive,Long-term,597344,Small-Cap,ELSS
Aggressive,Long-term,91468,Small-Cap,ELSS
Conservative,Short-term,919329,Index,Debt
Conservative,Medium-term,808449,Value,Hybrid
Moderate,Long-term,764233,Index,Index
Moderate,Long-term,47880,Growth,Equity
Aggressive,Medium-term,11355,Growth,ELSS
Moderate,Medium-term,116360,Blend,Equity
Moderate,Long-term,593224,Growth,ELSS
Aggressive,Short-term,729968,Small-Cap,Equity
Moderate,Medium-term,222694,Growth,Equity
Moderate,Medium-term,780878,Index,Index
Aggressive,Short-term,228123,Small-Cap,Equity
Aggressive,Long-term,267034,Small-Cap,ELSS
Conservative,Medium-term,220828,Value,Hybrid
Aggressive,Long-term,57266,Small-Cap,ELSS
Conservative,Long-term,719914,Index,Debt
Moderate,Long-term,199287,Growth,ELSS
Aggressive,Short-term,633426,Small-Cap,Equity
Aggressive,Long-term,594944,Small-Cap,Equity
Aggressive,Long-term,64104,Growth,Equity
Moderate,Medium-term,86844,Growth,Index
Conservative,Medium-term,10969,Index,Debt
Moderate,Short-term,371040,Index,Hybrid
Moderate,Short-term,796686,Index,Index
Aggressive,Medium-term,413522,Growth,ELSS
Conservative,Medium-term,599804,Index,Debt
Moderate,Short-term,627365,Value,Hybrid
Aggressive,Long-term,995701,Small-Cap,ELSS
Moderate,Short-term,746205,Index,Hybrid
Moderate,Long-term,510314,Index,Equity
Aggressive,Medium-term,945727,Small-Cap,Equity
Aggressive,Medium-term,474657,Growth,ELSS
Conservative,Medium-term,864399,Dividend,Debt
Moderate,Long-term,476508,Index,Equity
Aggressive,Short-term,211961,Growth,Equity
Aggressive,Long-term,584405,Small-Cap,Equity
Conservative,Short-term,536025,Dividend,Debt
Conservative,Short-term,616692,Dividend,Debt
Aggressive,Short-term,959980,Growth,Equity
Conservative,Medium-term,427541,Index,Debt
Aggressive,Short-term,153398,Growth,Equity
Moderate,Medium-term,493338,Index,Equity
Conservative,Short-term,285055,Dividend,Debt
Moderate,Short-term,694440,Index,Index
Moderate,Medium-term,819067,Index,Hybrid
Moderate,Medium-term,323323,Blend,Equity
Aggressive,Long-term,932717,Growth,Equity
Moderate,Short-term,722502,Value,Hybrid
Moderate,Medium-term,245603,Index,Equity
Moderate,Long-term,335689,Index,Equity
Aggressive,Long-term,955444,Growth,Equity
Moderate,Medium-term,250655,Growth,Equity
Moderate,Short-term,922350,Index,Hybrid
Conservative,Long-term,320748,Dividend,Hybrid
Aggressive,Short-term,229973,Small-Cap,ELSS
Moderate,Short-term,346476,Index,Hybrid
Conservative,Long-term,845551,Index,Hybrid
Aggressive,Medium-term,617176,Small-Cap,Equity
Aggressive,Short-term,858036,Growth,Equity
Aggressive,Medium-term,26820,Small-Cap,Equity
Aggressive,Long-term,610790,Growth,Equity
Aggressive,Short-term,384415,Small-Cap,Equity
Aggressive,Medium-term,77345,Growth,ELSS
Moderate,Medium-term,180386,Blend,Hybrid
Moderate,Short-term,837307,Value,Hybrid
Moderate,Medium-term,867473,Blend,Hybrid
Moderate,Medium-term,80793,Index,Index
Conservative,Long-term,277053,Index,Hybrid
Moderate,Long-term,627169,Growth,ELSS
Aggressive,Medium-term,24866,Small-Cap,ELSS
Moderate,Medium-term,708149,Index,Index
Moderate,Short-term,886836,Index,Hybrid
Aggressive,Long-term,793834,Small-Cap,Equity
Moderate,Short-term,254734,Index,Hybrid
Moderate,Medium-term,338141,Index,Hybrid
Moderate,Short-term,300604,Value,Hybrid
Conservative,Medium-term,58500,Value,Debt
Moderate,Long-term,209841,Index,Equity
Aggressive,Long-term,532881,Small-Cap,Equity
Aggressive,Medium-term,790331,Small-Cap,ELSS
Moderate,Long-term,284272,Growth,Equity
Moderate,Medium-term,539490,Index,Hybrid
Moderate,Short-term,897675,Value,Hybrid
Aggressive,Medium-term,270731,Small-Cap,ELSS
Aggressive,Short-term,500010,Growth,Equity
Conservative,Medium-term,730687,Dividend,Hybrid
Conservative,Long-term,189037,Dividend,Debt
Conservative,Medium-term,958742,Dividend,Debt
Aggressive,Medium-term,613546,Small-Cap,ELSS
Conservative,Medium-term,664676,Dividend,Hybrid
Moderate,Long-term,121302,Growth,ELSS
Moderate,Medium-term,925055,Index,Equity
Aggressive,Long-term,714600,Small-Cap,ELSS
Conservative,Medium-term,93583,Index,Debt
Moderate,Short-term,996341,Value,Index
Aggressive,Medium-term,719649,Growth,Equity
Conservative,Short-term,960048,Index,Debt
Moderate,Long-term,594352,Growth,ELSS
Conservative,Long-term,107119,Dividend,Hybrid
Aggressive,Medium-term,758409,Small-Cap,Equity
Conservative,Long-term,484392,Index,Debt
Aggressive,Medium-term,556701,Small-Cap,ELSS
Conservative,Long-term,878773,Dividend,Debt
Moderate,Short-term,714259,Value,Index
Aggressive,Long-term,96891,Small-Cap,ELSS
Aggressive,Short-term,491981,Small-Cap,Equity
Aggressive,Medium-term,735329,Small-Cap,ELSS
Conservative,Medium-term,43033,Dividend,Hybrid
Conservative,Medium-term,373298,Value,Debt
Moderate,Short-term,11378,Index,Hybrid
Aggressive,Medium-term,409719,Small-Cap,Equity
Aggressive,Medium-term,115461,Growth,Equity
Conservative,Short-term,708134,Dividend,Debt
Conservative,Long-term,724968,Index,Index
Moderate,Medium-term,653392,Blend,Index
Moderate,Long-term,305761,Index,Index
Conservative,Long-term,145886,Index,Hybrid
Aggressive,Medium-term,923048,Small-Cap,ELSS
Moderate,Medium-term,723695,Index,Hybrid
Conservative,Short-term,783812,Dividend,Debt
Conservative,Short-term,295907,Dividend,Debt
Aggressive,Medium-term,151072,Growth,ELSS
Conservative,Long-term,484040,Dividend,Index
Conservative,Short-term,406490,Dividend,Debt
Moderate,Short-term,190940,Value,Hybrid
Conservative,Medium-term,326376,Dividend,Hybrid
Conservative,Medium-term,679587,Index,Hybrid
Moderate,Medium-term,158351,Growth,Hybrid
Aggressive,Medium-term,740264,Growth,ELSS
Aggressive,Short-term,906681,Small-Cap,Equity
Moderate,Short-term,206012,Index,Index
Moderate,Short-term,183808,Value,Hybrid
Aggressive,Long-term,365060,Small-Cap,ELSS
Aggressive,Short-term,412867,Growth,Equity
Aggressive,Short-term,744799,Small-Cap,Equity
Aggressive,Medium-term,880895,Small-Cap,ELSS
Aggressive,Short-term,17771,Growth,ELSS
Moderate,Short-term,351140,Index,Hybrid
Conservative,Short-term,342317,Index,Debt
Aggressive,Medium-term,837266,Small-Cap,ELSS
Aggressive,Short-term,931057,Growth,Equity
Conservative,Short-term,175189,Dividend,Debt
Conservative,Long-term,635578,Index,Hybrid
Conservative,Long-term,218130,Dividend,Hybrid
Conservative,Long-term,727497,Index,Hybrid
Conservative,Long-term,925360,Dividend,Hybrid
Conservative,Medium-term,569178,Index,Debt
Moderate,Long-term,628028,Index,ELSS
Conservative,Short-term,351572,Dividend,Debt
Conservative,Long-term,18689,Index,Hybrid
Moderate,Medium-term,38063,Index,Hybrid
Conservative,Long-term,329342,Index,Hybrid
Aggressive,Long-term,526817,Small-Cap,ELSS
Aggressive,Medium-term,220670,Growth,ELSS
Conservative,Medium-term,535651,Index,Debt
Moderate,Medium-term,682051,Growth,Equity
Aggressive,Medium-term,143823,Small-Cap,Equity
Moderate,Medium-term,920195,Growth,Equity
Aggressive,Medium-term,542070,Small-Cap,ELSS
Conservative,Short-term,355328,Dividend,Debt
Moderate,Long-term,677900,Growth,ELSS
Moderate,Long-term,318135,Growth,Index
Moderate,Medium-term,343019,Growth,Equity
Aggressive,Medium-term,757916,Small-Cap,Equity
Aggressive,Short-term,955113,Small-Cap,Equity
Aggressive,Short-term,853087,Growth,Equity
Conservative,Medium-term,212456,Index,Debt
Aggressive,Short-term,597465,Small-Cap,Equity
Conservative,Short-term,68396,Dividend,Debt
Moderate,Medium-term,813309,Growth,Hybrid
Moderate,Medium-term,924366,Blend,Equity
Conservative,Medium-term,28405,Dividend,Debt
Aggressive,Medium-term,126435,Growth,ELSS
Conservative,Long-term,845061,Dividend,Hybrid
Moderate,Long-term,56233,Growth,Equity
Moderate,Medium-term,817903,Index,Equity
Conservative,Short-term,275446,Dividend,Debt
Aggressive,Medium-term,745333,Small-Cap,ELSS
Aggressive,Long-term,909898,Small-Cap,Equity
Conservative,Short-term,352192,Dividend,Debt
Conservative,Long-term,632260,Dividend,Hybrid
Aggressive,Medium-term,951015,Small-Cap,ELSS
Moderate,Long-term,932526,Growth,ELSS
Conservative,Long-term,315383,Index,Hybrid
Aggressive,Long-term,737051,Small-Cap,ELSS
Aggressive,Short-term,924617,Small-Cap,Equity
Moderate,Long-term,238088,Index,Index
Moderate,Short-term,133811,Value,Index
Moderate,Medium-term,917529,Index,Hybrid
Moderate,Medium-term,69269,Blend,Hybrid
Moderate,Long-term,637846,Index,Equity
Conservative,Short-term,100868,Dividend,Debt
Aggressive,Medium-term,461614,Growth,ELSS
Conservative,Short-term,792170,Dividend,Debt
Conservative,Short-term,858327,Dividend,Debt
Conservative,Long-term,866322,Index,Hybrid
Conservative,Long-term,631671,Dividend,Debt
Conservative,Short-term,530622,Dividend,Debt
Moderate,Short-term,521357,Value,Hybrid
Moderate,Long-term,307428,Index,Index
Aggressive,Short-term,451856,Small-Cap,Equity
Conservative,Long-term,872124,Index,Debt
Aggressive,Short-term,949957,Growth,Equity
Moderate,Long-term,239297,Growth,ELSS
Moderate,Short-term,623582,Index,Index
Moderate,Long-term,215446,Index,Equity
Conservative,Short-term,514254,Index,Debt
Conservative,Medium-term,512542,Index,Debt
Moderate,Medium-term,965480,Blend,Equity
Aggressive,Short-term,255954,Small-Cap,Equity
Aggressive,Medium-term,941229,Small-Cap,ELSS
Moderate,Short-term,478089,Value,Hybrid
Aggressive,Short-term,760707,Growth,Equity
Moderate,Medium-term,184115,Index,Equity
Aggressive,Short-term,507730,Small-Cap,ELSS
Moderate,Long-term,629140,Growth,Equity
Aggressive,Short-term,87080,Small-Cap,ELSS
Conservative,Short-term,206062,Dividend,Debt
Moderate,Medium-term,616151,Growth,Equity
Moderate,Long-term,974313,Growth,ELSS
Aggressive,Short-term,550993,Small-Cap,Equity
Moderate,Short-term,73131,Value,Index
Moderate,Short-term,872447,Index,Index
Moderate,Short-term,858888,Index,Hybrid
Conservative,Short-term,349003,Dividend,Debt
Conservative,Short-term,743833,Dividend,Debt
Aggressive,Long-term,164161,Growth,ELSS
Conservative,Long-term,863670,Dividend,Debt
Aggressive,Short-term,348084,Small-Cap,ELSS
Conservative,Short-term,371278,Dividend,Debt
Aggressive,Medium-term,870348,Small-Cap,Equity
Conservative,Long-term,752886,Index,Debt
Conservative,Long-term,333540,Index,Hybrid
Aggressive,Short-term,13877,Growth,Equity
Moderate,Long-term,904839,Growth,Equity
Moderate,Long-term,618544,Index,Equity
Conservative,Medium-term,738572,Dividend,Hybrid
Aggressive,Medium-term,41818,Small-Cap,Equity
Moderate,Long-term,765244,Index,ELSS
Aggressive,Long-term,58555,Small-Cap,ELSS
Moderate,Long-term,838800,Index,Index
Aggressive,Short-term,975684,Growth,Equity
Conservative,Medium-term,395198,Value,Hybrid
Aggressive,Short-term,886098,Small-Cap,Equity
Moderate,Medium-term,895209,Blend,Hybrid
Conservative,Medium-term,532126,Dividend,Debt
Aggressive,Medium-term,382072,Small-Cap,ELSS
Moderate,Long-term,583709,Index,Equity
Conservative,Medium-term,36620,Value,Hybrid
Aggressive,Short-term,393382,Growth,Equity
Moderate,Medium-term,332683,Blend,Hybrid
Aggressive,Short-term,27077,Small-Cap,Equity
Aggressive,Medium-term,940167,Small-Cap,ELSS
Conservative,Medium-term,93335,Value,Debt
Conservative,Long-term,57285,Index,Index
Moderate,Short-term,454451,Index,Index
Conservative,Medium-term,682979,Value,Debt
Moderate,Medium-term,603791,Index,Equity
Aggressive,Short-term,921283,Growth,Equity
Aggressive,Medium-term,67477,Growth,Equity
Moderate,Long-term,561776,Growth,ELSS
Aggressive,Short-term,613035,Growth,ELSS
Conservative,Long-term,31169,Index,Hybrid
Aggressive,Short-term,302517,Growth,Equity
Conservative,Short-term,42669,Dividend,Debt
Moderate,Short-term,589565,Value,Index
Moderate,Medium-term,475386,Growth,Hybrid
Aggressive,Short-term,589408,Small-Cap,Equity
